National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Contributors,Effort,"If Effort=Other, Then Specify",Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Group Type: UME,Num of Animals in Group Event,Number of Animals Act/Est,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,2001 Level A: External Exam,2001 Level A: Internal Exam,2001 Level A: Not Examined,How Determined: Describe,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Other Findings - Other Flag,Other Findings - Descibe,SW Other Findings Type,2007 Other Findings - External,2007 Other Findings - Internal,2007 Other Findings - Necropsy,2007 Other Findings - Other,2007 Other Findings - Descibe,2001 Other Findings - Descibe,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Obs Date estimate explaination,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Date of Initial Disposition,Year of Initial Disposition,Month of Initial Disposition,Day of Initial Disposition,Rehab Facility Name,Died During Transport Flag,Euthanized During Transport,Other Flag,Other Describe Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Condition Other Flag,Condition Other Description,Entangled Flag,Condition Comments,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Photos/Vidoes Disposition,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk Flag,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill Flag,Carcass Unknown Flag,Carcass Other Flag,Carcass Other Description,Scientific Collection Flag,Educational Collection Flag,Other Collection Flag,Other Collection Describe,Other Collection Comments,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers,GE Number - GE_Module,How lat or long determined,Ex First Examined,Ex Country,Ex State or County,Ex City,Ex Body of Water,Ex Locality Detail,Ex Latitude,Ex Lat actual,Ex Longitude,Ex Lon actual,Ex How lat or long determined,Ex lat achived other text,No Rehab Options,Incinerated,Composted,Carcass Code at Necropsy,Samples Collected-Histology,Samples Collected-Other Diag,Samples Collected-Life Hist,Samples Collected-Skeletal,Samples Collected-Other,Samples Collected-Other Text,Human Interaction Report,human interaction contributed,GE Type(s) - GE_Module,Group Event Flag - GE_Module,GE Num of Animals - GE_Module,GE Num of Animals Act or Est - GE_Module
NE-2006-1063425,ST760Mn,NER06-205,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Suzanne Thurman,MERR Inc.,MERR Inc.,,,,NE,United States,Lewes,Sussex,DE,Atlantic Ocean,N. of Navy Crossing at Cape Henlopen State Park,38.7754,decimal degrees,estimate,–75.0841,decimal degrees,estimate,GPS,N,,Y,,N,N,Y,1,actual,Y,Y,N,Y,,N,,,,,,,,,,External and internal exam,N,,Y,N,Y,,N,,,,,,,External exam,,2006-OCT-15,2006,OCT,15,Floating,,,Advanced Decomposition,N,2006-OCT-18,2006,OCT,18,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,,,1005.84,cm,actual,40000,lb,estimate,Y,MERR,N,Y,Y,N,,,N,,,N,N,N,N,,Y,N,N,,,Y,,,2006-OCT-19,2006,OCT,19,MERR;Riverhead;NOAA;MDDNR,"See reports Dec minutes: 38 46.525, -75 05.046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2006-1060169,ST702,NER06-956,Confirmed - Minimum,"Whale, unidentified baleen",unidentified,unidentified,Validated,N/A USCG,MERR Inc.,MERR Inc.,,,,NE,United States,Lewes,Sussex,DE,Atlantic Ocean,Floating at sea 1/2 mile due east of the point of Cape Henlopen.,38.8037,decimal degrees,estimate,–75.0415,decimal degrees,estimate,GPS,N,,N,,N,N,N,1,actual,Y,Y,N,N,,N,,,,,,,,,,External exam,N,,CBD,N,N,,N,,,,,,,External exam,,2006-JUN-04,2006,JUN,4,Floating,,,Advanced Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,360,in,estimate,50000,lb,estimate,N,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"Unidentified whale was found on the bow of the vessel ""Independent Endeavor"" when USCG boarded the ship for inspection. The carcass was described as being gray in color, and very ""beat up"". According to the interview with the operator, the head and tail were missing and judging from the size and shape of the body description, there were no internal organs. One report indicated a length of 25-30 feet while another report described the whale as being 30-40 feet in length. The vessel, flying Liberian flags, attempted to back up while the Pilot boat assisted in dislodging the carcass. Apparently the carcass sank immediately to the bottom when it was freed. As far as we have determined, no photos were taken. Pilot Statio Maritime Exchange, and Cape Henlopen State Park were put on alert for the potential stranding of the whale carcass. Dec minutes: 38 48.22, -75 02.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2008-1086187,ST874,NER08-3031,Confirmed - High Report,UNIDENTIFIED WHALE,,,Validated,Suzanne Thurman,MERR Inc.,MERR Inc.,,,,NE,United States,South Bethany,Sussex,DE,Atlantic Ocean,N. 6th St.,38.51833,decimal degrees,actual,–75.05222,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2008-SEP-12,2008,SEP,12,Beach or Land,,,Mummified/Skeletal,N,2008-SEP-12,2008,SEP,12,Mummified/Skeletal,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,N,Y,310,cm,actual,150,lb,estimate,Y,Digital - MERR,N,N,N,Y,,,N,,,N,N,N,N,,Y,Y,N,,,N,,,,,,,,"Whale tail-vertebrae only. Measured 10'2"" with 20 vertebrae present. Tallest process was 14"" at vertebrae #18 from tip (Fluke end). Another section of whale vertebrae washed up on 9/18/08 in Fenwick Island. Latitude: 38 29 02 Longitude: 075 03 02 Section measured 7'1"" in length and included 3 ribs. Vertebrae appeared identical to that in first section stranded on 9/12/08. Vertebrae measured 15.25"" high and 23.5"" wide. Severed behind skull. Collected scapula and 2 ribs, and on vertebrae for comparison with first section. Will attempt to i.d. species by sending disc sample to Smithsonian. Estimated to be 30'or more at full length.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1196185,MERRST1575UN,NER17-00194,Confirmed - Minimum,UNIDENTIFIED WHALE,,,OPEN,MERR,MERR Inc.,MERR Inc.,,,,NE,United States,Milford,Sussex,DE,Atlantic Ocean,Middle of Delaware Bay at Brown Shoal,38.946223,decimal degrees,estimate,–75.129627,decimal degrees,estimate,Internet,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,N,N,N,N,,,,,,,,N,N,N,N,,,N,N,N,N,,,2017-MAY-02,2017,MAY,2,Floating,,,Condition Unknown,Y,2017-MAY-02,2017,MAY,2,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,,N,N,0,cm,estimate,0,kg,estimate,N,,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1992-1051519,92MMDBMN36,BLANKNE12647,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Edna J. Stetzar,Delaware Fish and Wildlife,Delaware Fish and Wildlife,,,,NE,United States,Slaughter Beach,Sussex,DE,Delaware Bay,"Fowlers Beach, 1/2 mile S of Rd. 199. Part of Primehook Wildlife Refuge.",38.886111,decimal degrees,,–75.269444,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,severely decomposed.,N,,N,N,N,,N,,,,,,,,,1992-SEP-22,1992,SEP,22,,,,Advanced Decomposition,N,1992-SEP-23,1992,SEP,23,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,no baleen found.,FEMALE,,,,831,cm,estimate,0,kg,estimate,Y,,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,"Tox: blubber, muscle - NMNH; DNA skin: CCS.",Y,,,1992-SEP-23,1992,SEP,23,,"Due to lack of proper equipment, a complete necropsy was not performed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050799,MH91-689Ba,BLANKNE12098,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Wellfleet,Barnstable,MA,Cape Cod Bay,Chipman Cove.,41.925,decimal degrees,,–70.023611,decimal degrees,,,N,,N,,N,N,N,1,,Y,N,N,Y,,N,,,,,,,,,,antemortem - well-healed rope scar across rostrum.,N,,N,N,N,,N,,,,,,,,,1991-NOV-10,1991,NOV,10,,,,Fresh Dead,N,1991-NOV-10,1991,NOV,10,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,,,495,cm,actual,0,kg,estimate,N,Data Sheet did not state whether photos were taken (J.Cucksey).,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,,WBWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1989-1052405,MH89-537Bp,BLANKNE13385,Confirmed - Medium Report,"Whale, fin",Balaenoptera,physalus,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Barnstable,Barnstable,MA,,Sandy Neck Beach,41 43,decimal degrees,,70 20,decimal degrees,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1989-NOV-19,1989,NOV,19,,,,Moderate Decomposition,N,1989-NOV-19,1989,NOV,19,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,Left lobe of fluke missing and scar healed. Whale seen alive 11/18/89 and 11/16/89.,MALE,,,,14670,cm,actual,0,kg,estimate,Y,,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,Data Sheet did not state whether a necropsy was performed.,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1991-1050775,MH91-587Mn,BLANKNE12067,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Dennis,Barnstable,MA,,Chapin Beach.,41 43,decimal degrees,,70 15,decimal degrees,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1991-JUL-29,1991,JUL,29,Floating,,,Moderate Decomposition,N,1991-JUL-31,1991,JUL,31,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,Finally beached on 7/31/91.,MALE,,,,960,cm,actual,0,kg,estimate,Y,,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,Data Sheet did not state whether a necropsy was performed (J.Cucksey).,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2011-1136905,NEAQ-11-174-Pm,NER11-3808,Confirmed - Medium,"Whale, sperm",Physeter,macrocephalus,Validated,Adam Kennedy,New England Aquarium,New England Aquarium,,,,NE,United States,Chatham,Barnstable,MA,Nantucket Sound,Hardings Beach,41.668,decimal degrees,estimate,–69.9989,decimal degrees,estimate,Internet,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,N,N,N,N,N,,,Y,N,N,N,,,2011-JUL-05,2011,JUL,5,Floating,,,Moderate Decomposition,N,2011-JUL-06,2011,JUL,6,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,N,Y,540,in,estimate,50000,lb,estimate,Y,NEAq digital archive,N,N,N,N,,,N,,,N,N,N,Y,IFAW to dispose of,Y,N,N,,Lower Jaw and teeth,N,,,,,,,,Dead whale floating in Nantucket sound reported by coast guard. Field volunteer anchored prior to discussing it with NEAq. Plans to do an at sea sampling were called off due to weather. Animal was set adrift on 7/5/11 and stranded in IFAW territory on 7/12/11. NEAq filled out Level-A. IFAW performed limited necropsy at landing site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1992-1049223,MH92574Mn,BLANKNE10717,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Eastham,Barnstable,MA,,First Encounter Beach.,41 49,decimal degrees,,70 01,decimal degrees,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1992-OCT-01,1992,OCT,1,,,,Moderate Decomposition,N,1992-OCT-03,1992,OCT,3,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,,,839,cm,actual,0,kg,estimate,Y,,N,Y,N,N,,,N,,,N,N,N,N,,N,N,Y,baleen to NEA,Necropsy date not given: date below assumed by Data Enterer for data entry purposes (J.Cucksey).,Y,,,1992-OCT-03,1992,OCT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1992-1049207,MH92536Mn,BLANKNE10702,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Dennis,Barnstable,MA,,1/2 mile offshore.,,,,,,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1992-JUN-21,1992,JUN,21,,,,Advanced Decomposition,N,1992-JUN-21,1992,JUN,21,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,,,,355.2,in,actual,7500,kg,estimate,Y,,N,N,N,N,,,N,,,N,N,N,Y,Yarmouth landfill,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1990-1052109,MH90-581Ba,BLANKNE13134,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Provincetown,Barnstable,MA,Atlantic Ocean,Race Point.,42.080667,decimal degrees,,–70.217833,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,external exam - too decomposed to determine.,N,,N,N,N,,N,,,,,,,,,1990-DEC-01,1990,DEC,1,,,,Advanced Decomposition,N,1990-DEC-01,1990,DEC,1,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,,,695,cm,actual,0,kg,estimate,Y,,Y,N,N,N,,,N,,,N,N,N,N,,N,N,Y,NEA,,Y,,,1990-DEC-01,1990,DEC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1990-1052107,MH90-641Ba,BLANKNE13132,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,NEA,New England Aquarium,New England Aquarium,,,,NE,United States,Provincetown,Barnstable,MA,Atlantic Ocean,Race Point.,42.080667,decimal degrees,,–70.217833,decimal degrees,,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1990-DEC-17,1990,DEC,17,,,,Condition Unknown,N,1990-DEC-17,1990,DEC,17,Condition Unknown,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,,,498,cm,actual,0,kg,estimate,N,,N,N,N,N,,,N,,,N,N,Y,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2009-1087187,IFAW09-018Bp,NER09-0248,Confirmed - High Report,"Whale, fin",Balaenoptera,physalus,Validated,Sarah Sharp,IFAW Marine Mammal Rescue and Research,IFAW Marine Mammal Rescue and Research,,,,NE,United States,Eastham,Barnstable,MA,Atlantic Ocean,Dyer Prince Rd.,41.80401,decimal degrees,actual,–70.00687,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,Y,N,N,N,,Y,post-mortem mutilation,,Y,Y,Y,N,,,,,N,,Y,N,N,N,Y,heavy load of renal parasites,,N,Y,Y,N,,,2009-FEB-05,2009,FEB,5,Beach or Land,,,Alive,N,2009-FEB-05,2009,FEB,5,Alive,N,N,N,N,N,Y,N,,,,,,N,N,N,,N,N,Y,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,1221,cm,actual,36000,lb,estimate,Y,"IFAW digital, PCCS digital",N,Y,N,N,,,N,,,N,N,N,N,,Y,N,N,,"blood, aqueous humor, life history, genetics, morbilli, brucella, biotox, baleen, skeleton, parasites, ears collected",Y,complete,fresh,2009-FEB-12,2009,FEB,12,M. Moore,"Live finback whale stranded just to the north of the end of Dyer Prince Rd. on Rock Harbor Beach on the morning of 2/5/2009. The animal died soon after IFAW staff arrived on scene. Due to poor weather and ice blocking the bay and harbor, it was not feasible to move the animal until 2/11 to a suitable necropsy and burial location. On the night of 2/6 a member of the general public attempted to remove the tail of the whale with a knife or similar object, but was unsuccessful. The whale was towed by the tail (peduncle) on 2/11 to First Encounter Beach, Eastham. A necropsy was performed on 2/12 and the soft tissue was buried on site.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2015-1180719,IFAW15-197Ba,NER15-00758,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Dennis,Barnstable,MA,ATLANTIC,99 Chapin Beach Road,41.73,DECIMAL DEGREES,actual,–70.2341,DECIMAL DEGREES,actual,GPS,N,0,N,,N,N,N,1,actual,N,N,N,N,,N,,,Y,N,Y,N,,,,,N,,CBD,N,N,N,Y,"stranding related dermal abrasions, possible shark bite wound",,Y,N,Y,N,,,2015-OCT-31,2015,OCT,31,Beach or Land,,,Alive,N,2015-OCT-31,2015,OCT,31,Alive,N,N,N,N,Y,N,N,,,,,,N,N,N,,Y,N,Y,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,573,cm,actual,1445,kg,actual,Y,IFAW photo archive,N,N,N,N,,,N,,,N,Y,N,N,,Y,N,N,"genetics, life history, contam, full histo, biotox, infec disease samples, blood for diagnostics, skeleton",#NAME?,Y,complete,fresh,2015-OCT-31,2015,OCT,31,IFAW photo archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2018-1206512,IFAW18-273Ba,NER18-01070,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Wellfleet,Barnstable,MA,ATLANTIC,"The Gut, past beginning of Great Island trail",41.9251,decimal degrees,actual,–70.0713,decimal degrees,actual,GPS,N,0,Y,,N,N,Y,1,,N,N,N,N,,N,,,,,,,,,,,N,,Y,N,N,N,Y,"scavenger damage to dorsal fin, superficial lacerations, some lymphoid activation",,Y,N,Y,N,,,2018-OCT-06,2018,OCT,6,Beach or Land,,,Alive,N,2018-OCT-06,2018,OCT,6,Alive,N,N,N,,Y,N,N,,,,,,N,,N,,N,N,N,N,N,N,N,N,N,Y,blood values not conducive to survival,,,MALE,SUBADULT,Y,N,470,cm,actual,907,kg,actual,Y,IFAW Photo Archive,N,N,N,N,,,N,,,N,Y,,N,,Y,N,N,,,Y,complete,fresh,2018-OCT-08,2018,OCT,8,IFAW MMRR,,,,,Beach or Land,,301,Wellfleet,1728,"The Gut, past beginning of Great Island trail",41.9251,actual,-70.0713,actual,GPS,,N,N,N,3,Y,Y,Y,N,N,,Y,,,,,
NE-2014-1170782,IFAW14-131Ba,NER14-00905,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Truro,Barnstable,MA,ATLANTIC,27 Knowles Heights Road,42.0391,DECIMAL DEGREES,estimate,–70.10239,DECIMAL DEGREES,estimate,Other,N,0,N,,N,N,N,1,actual,N,N,N,N,,N,,,Y,N,Y,N,,,,,N,,N,N,N,N,N,,,Y,N,Y,N,,,2014-AUG-17,2014,AUG,17,Beach or Land,,,Alive,N,2014-AUG-18,2014,AUG,18,Fresh Dead,N,N,N,N,N,Y,N,,,,,,N,N,N,,Y,N,Y,N,N,N,N,N,N,N,,,,MALE,ADULT,Y,N,755,cm,actual,,kg,actual,Y,IFAW photo archive,N,Y,N,N,,,N,,,N,N,N,N,,Y,N,N,"skin, life history, histo, contam, infec. Disease samples, biotox, UME samples, baleen, skeleton, blubber, ear fat",#NAME?,Y,complete,fresh,2014-AUG-18,2014,AUG,18,IFAW staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1198958,IFAW17-274Mn,NER17-00534,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Chatham,Barnstable,MA,ATLANTIC,Monomoy Island,41.624086,DECIMAL DEGREES,actual,–69.965721,DECIMAL DEGREES,actual,Internet,N,0,N,,N,N,N,1,actual,Y,N,N,N,,Y,Previous limpet tag scar,,Y,N,Y,Y,,,,Animal was previously tagged with a limpet tag via HDR Inc.,N,,CBD,N,N,N,N,,,Y,N,Y,N,,,2017-JUN-21,2017,JUN,21,Beach or Land,,,Alive,N,2017-JUN-21,2017,JUN,21,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,843,cm,actual,9871,kg,estimate,Y,IFAW Archive,Y,N,N,N,,,N,,,N,N,N,N,,Y,N,N,,"Initially reported as dead while responding to IFAW17-270Mn (also on Monomoy). Staff learned it was a new whale 2 miles north of where field team already was, a team broke of to go locate the animal. Upon arrival, the animal was observed alive. Staff euthanized and necropsied the animal the same day. Carcass was LAS. Previous tagged with limpet tag by HDR in Virginia. Tag not present but scars observed in photos.",Y,limited,fresh,2017-JUN-21,2017,JUN,21,IFAW Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1198957,IFAW17-270Mn,NER17-00533,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Chatham,Barnstable,MA,ATLANTIC,Monomoy,41.59985,DECIMAL DEGREES,actual,–69.9836,DECIMAL DEGREES,actual,Internet,N,0,N,,N,N,N,1,actual,Y,N,N,Y,,N,,,Y,Y,N,N,,,,,N,,CBD,N,N,N,N,,,Y,Y,N,N,,,2017-JUN-18,2017,JUN,18,Beach or Land,,,Alive,N,2017-JUN-21,2017,JUN,21,Fresh Dead,N,N,N,N,N,Y,N,,,,,,N,N,N,,N,N,Y,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,905,cm,estimate,,,,Y,IFAW Archive,Y,N,N,N,,,N,,,N,N,N,N,,Y,N,N,,"Reported deceased on 6/19. ORP initially observed the animal on 6/18. Due to weather/time of day, staff could not respond 6/19. Monomoy Wildlife refuge had staff out there and had someone take a look on 6/20. The animal was in fact alive. Staff could not respond on 6/20 due to bad weather. Responded early 6/21 and animal had died over night. A limited external exam was conducted but due to surf crashing on top of the animal only one sample (lung) could be collected. Carcass was LAS.",Y,limited,fresh,2017-JUN-21,2017,JUN,21,IFAW staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1201480,IFAW17-351Ba,NER17-01191,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Wellfleet,Barnstable,MA,ATLANTIC,Herring Gut,41.927723,decimal degrees,actual,–70.062934,decimal degrees,actual,Internet,N,0,N,,N,N,N,1,actual,CBD,N,N,C,,N,,,,,,,,,,,N,,Y,Y,N,N,Y,"Many abrasions, lacerations and external lesions of unknown origin, therefore, HI is CBD, as not all areas could be examined properly.",,Y,N,Y,N,,,2017-OCT-03,2017,OCT,3,Swimming,,,Alive,Y,2017-OCT-04,2017,OCT,4,Fresh Dead,N,N,N,,N,Y,N,,,,,,N,,N,,Y,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,530,cm,actual,1098,kg,actual,Y,IFAW Photo Archive,N,N,N,N,,,N,,,N,Y,,N,,Y,N,N,,,Y,complete,fresh,2017-OCT-04,2017,OCT,4,IFAW Staff,,,,,Beach or Land,,,Wellfleet,,Herring Gut,41.927723,actual,-70.062934,actual,Internet,,N,N,N,,Y,Y,Y,N,N,,Y,,,,,
NE-2014-1158868,IFAW14-130Ba,NER14-00541,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,IFAW Staff,,IFAW Marine Mammal Rescue and Research,,,,NE,,Barnstable,Barnstable,MA,ATLANTIC,Barnstable Harbor,41.7186,DECIMAL DEGREES,estimate,–70.3265,DECIMAL DEGREES,estimate,Other,N,0,N,,N,N,N,1,actual,Y,N,N,N,,Y,harrassment-pushed off sandbar and swam with by general public,,Y,N,Y,N,,,,,N,,Y,N,N,N,Y,stranding related dermal abrasions,,Y,N,Y,N,,,2014-AUG-09,2014,AUG,9,Floating,,,Alive,N,2014-AUG-10,2014,AUG,10,Fresh Dead,N,Y,N,N,N,Y,N,,,,,,N,N,N,,N,N,Y,N,N,N,Y,Y,N,N,,,,MALE,SUBADULT,Y,N,505,cm,actual,,kg,actual,Y,IFAW photo archive,N,N,N,N,,,N,,,N,Y,N,N,,Y,N,N,"skin, baleen, life history, contam, full histo, biotox, infec. Disease samples, UME samples, vibrissae","-live subadult minke whale observed stranded on tidal sand flat. Animal was refloated, pushed off sandbar, and escorted off sand flat by general public. Animal swam off and monitored by IFAW staff until dusk. Animal was left swimming inside harbor and was observed dead the following morning. Floating carcass was anchored inside Barnstable Harbor overnight and removed for necropsy. Necropsy was performed on 8/12/14 at Bourne Landfill.",Y,complete,fresh,2014-AUG-12,2014,AUG,12,IFAW staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
