"","doy","t","temp","seas","thresh","threshCriterion","durationCriterion","event","event_no"
"4528",146,2005-05-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4529",147,2005-05-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4530",148,2005-05-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4531",149,2005-05-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4532",150,2005-05-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4533",151,2005-05-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4534",152,2005-05-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4535",153,2005-06-01,7.47176517546177,NA,NA,FALSE,FALSE,FALSE,NA
"4536",154,2005-06-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4537",155,2005-06-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4538",156,2005-06-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4539",157,2005-06-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4540",158,2005-06-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4541",159,2005-06-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4542",160,2005-06-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4543",161,2005-06-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4544",162,2005-06-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4545",163,2005-06-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4546",164,2005-06-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4547",165,2005-06-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4548",166,2005-06-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4549",167,2005-06-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4550",168,2005-06-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4551",169,2005-06-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4552",170,2005-06-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4553",171,2005-06-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4554",172,2005-06-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4555",173,2005-06-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4556",174,2005-06-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4557",175,2005-06-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4558",176,2005-06-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4559",177,2005-06-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4560",178,2005-06-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4561",179,2005-06-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4562",180,2005-06-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4563",181,2005-06-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4564",182,2005-06-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4565",183,2005-07-01,8.71535164226846,NA,NA,FALSE,FALSE,FALSE,NA
"4566",184,2005-07-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4567",185,2005-07-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4568",186,2005-07-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4569",187,2005-07-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4570",188,2005-07-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4571",189,2005-07-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4572",190,2005-07-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4573",191,2005-07-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4574",192,2005-07-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4575",193,2005-07-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4576",194,2005-07-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4577",195,2005-07-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4578",196,2005-07-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4579",197,2005-07-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4580",198,2005-07-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4581",199,2005-07-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4582",200,2005-07-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4583",201,2005-07-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4584",202,2005-07-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4585",203,2005-07-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4586",204,2005-07-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4587",205,2005-07-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4588",206,2005-07-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4589",207,2005-07-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4590",208,2005-07-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4591",209,2005-07-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4592",210,2005-07-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4593",211,2005-07-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4594",212,2005-07-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4595",213,2005-07-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4596",214,2005-08-01,10.0025151898948,NA,NA,FALSE,FALSE,FALSE,NA
"4597",215,2005-08-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4598",216,2005-08-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4599",217,2005-08-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4600",218,2005-08-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4601",219,2005-08-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4602",220,2005-08-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4603",221,2005-08-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4604",222,2005-08-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4605",223,2005-08-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4606",224,2005-08-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4607",225,2005-08-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4608",226,2005-08-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4609",227,2005-08-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4610",228,2005-08-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4611",229,2005-08-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4612",230,2005-08-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4613",231,2005-08-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4614",232,2005-08-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4615",233,2005-08-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4616",234,2005-08-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4617",235,2005-08-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4618",236,2005-08-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4619",237,2005-08-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4620",238,2005-08-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4621",239,2005-08-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4622",240,2005-08-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4623",241,2005-08-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4624",242,2005-08-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4625",243,2005-08-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4626",244,2005-08-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4627",245,2005-09-01,9.60350504735621,NA,NA,FALSE,FALSE,FALSE,NA
"4628",246,2005-09-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4629",247,2005-09-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4630",248,2005-09-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4631",249,2005-09-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4632",250,2005-09-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4633",251,2005-09-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4634",252,2005-09-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4635",253,2005-09-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4636",254,2005-09-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4637",255,2005-09-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4638",256,2005-09-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4639",257,2005-09-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4640",258,2005-09-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4641",259,2005-09-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4642",260,2005-09-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4643",261,2005-09-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4644",262,2005-09-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4645",263,2005-09-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4646",264,2005-09-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4647",265,2005-09-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4648",266,2005-09-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4649",267,2005-09-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4650",268,2005-09-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4651",269,2005-09-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4652",270,2005-09-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4653",271,2005-09-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4654",272,2005-09-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4655",273,2005-09-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4656",274,2005-09-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4657",275,2005-10-01,10.1647382058749,NA,NA,FALSE,FALSE,FALSE,NA
"4658",276,2005-10-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4659",277,2005-10-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4660",278,2005-10-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4661",279,2005-10-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4662",280,2005-10-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4663",281,2005-10-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4664",282,2005-10-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4665",283,2005-10-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4666",284,2005-10-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4667",285,2005-10-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4668",286,2005-10-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4669",287,2005-10-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4670",288,2005-10-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4671",289,2005-10-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4672",290,2005-10-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4673",291,2005-10-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4674",292,2005-10-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4675",293,2005-10-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4676",294,2005-10-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4677",295,2005-10-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4678",296,2005-10-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4679",297,2005-10-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4680",298,2005-10-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4681",299,2005-10-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4682",300,2005-10-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4683",301,2005-10-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4684",302,2005-10-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4685",303,2005-10-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4686",304,2005-10-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4687",305,2005-10-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4688",306,2005-11-01,11.090787742196,NA,NA,FALSE,FALSE,FALSE,NA
"4689",307,2005-11-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4690",308,2005-11-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4691",309,2005-11-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4692",310,2005-11-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4693",311,2005-11-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4694",312,2005-11-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4695",313,2005-11-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4696",314,2005-11-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4697",315,2005-11-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4698",316,2005-11-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4699",317,2005-11-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4700",318,2005-11-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4701",319,2005-11-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4702",320,2005-11-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4703",321,2005-11-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4704",322,2005-11-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4705",323,2005-11-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4706",324,2005-11-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4707",325,2005-11-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4708",326,2005-11-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4709",327,2005-11-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4710",328,2005-11-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4711",329,2005-11-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4712",330,2005-11-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4713",331,2005-11-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4714",332,2005-11-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4715",333,2005-11-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4716",334,2005-11-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4717",335,2005-11-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4718",336,2005-12-01,10.6097985313433,NA,NA,FALSE,FALSE,FALSE,NA
"4719",337,2005-12-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4720",338,2005-12-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4721",339,2005-12-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4722",340,2005-12-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4723",341,2005-12-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4724",342,2005-12-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4725",343,2005-12-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4726",344,2005-12-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4727",345,2005-12-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4728",346,2005-12-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4729",347,2005-12-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4730",348,2005-12-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4731",349,2005-12-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4732",350,2005-12-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4733",351,2005-12-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4734",352,2005-12-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4735",353,2005-12-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4736",354,2005-12-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4737",355,2005-12-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4738",356,2005-12-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4739",357,2005-12-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4740",358,2005-12-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4741",359,2005-12-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4742",360,2005-12-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4743",361,2005-12-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4744",362,2005-12-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4745",363,2005-12-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4746",364,2005-12-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4747",365,2005-12-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4748",366,2005-12-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4749",1,2006-01-01,9.71216914203109,NA,NA,FALSE,FALSE,FALSE,NA
"4750",2,2006-01-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4751",3,2006-01-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4752",4,2006-01-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4753",5,2006-01-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4754",6,2006-01-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4755",7,2006-01-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4756",8,2006-01-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4757",9,2006-01-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4758",10,2006-01-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4759",11,2006-01-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4760",12,2006-01-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4761",13,2006-01-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4762",14,2006-01-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4763",15,2006-01-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4764",16,2006-01-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4765",17,2006-01-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4766",18,2006-01-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4767",19,2006-01-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4768",20,2006-01-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4769",21,2006-01-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4770",22,2006-01-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4771",23,2006-01-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4772",24,2006-01-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4773",25,2006-01-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4774",26,2006-01-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4775",27,2006-01-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4776",28,2006-01-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4777",29,2006-01-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4778",30,2006-01-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4779",31,2006-01-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4780",32,2006-02-01,8.76224146747008,NA,NA,FALSE,FALSE,FALSE,NA
"4781",33,2006-02-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4782",34,2006-02-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4783",35,2006-02-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4784",36,2006-02-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4785",37,2006-02-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4786",38,2006-02-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4787",39,2006-02-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4788",40,2006-02-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4789",41,2006-02-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4790",42,2006-02-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4791",43,2006-02-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4792",44,2006-02-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4793",45,2006-02-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4794",46,2006-02-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4795",47,2006-02-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4796",48,2006-02-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4797",49,2006-02-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4798",50,2006-02-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4799",51,2006-02-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4800",52,2006-02-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4801",53,2006-02-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4802",54,2006-02-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4803",55,2006-02-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4804",56,2006-02-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4805",57,2006-02-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4806",58,2006-02-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4807",59,2006-02-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4808",61,2006-03-01,8.03625078681038,NA,NA,FALSE,FALSE,FALSE,NA
"4809",62,2006-03-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4810",63,2006-03-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4811",64,2006-03-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4812",65,2006-03-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4813",66,2006-03-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4814",67,2006-03-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4815",68,2006-03-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4816",69,2006-03-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4817",70,2006-03-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4818",71,2006-03-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4819",72,2006-03-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4820",73,2006-03-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4821",74,2006-03-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4822",75,2006-03-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4823",76,2006-03-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4824",77,2006-03-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4825",78,2006-03-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4826",79,2006-03-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4827",80,2006-03-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4828",81,2006-03-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4829",82,2006-03-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4830",83,2006-03-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4831",84,2006-03-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4832",85,2006-03-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4833",86,2006-03-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4834",87,2006-03-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4835",88,2006-03-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4836",89,2006-03-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4837",90,2006-03-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4838",91,2006-03-31,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4839",92,2006-04-01,8.05430845080353,NA,NA,FALSE,FALSE,FALSE,NA
"4840",93,2006-04-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4841",94,2006-04-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4842",95,2006-04-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4843",96,2006-04-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4844",97,2006-04-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4845",98,2006-04-07,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4846",99,2006-04-08,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4847",100,2006-04-09,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4848",101,2006-04-10,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4849",102,2006-04-11,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4850",103,2006-04-12,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4851",104,2006-04-13,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4852",105,2006-04-14,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4853",106,2006-04-15,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4854",107,2006-04-16,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4855",108,2006-04-17,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4856",109,2006-04-18,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4857",110,2006-04-19,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4858",111,2006-04-20,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4859",112,2006-04-21,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4860",113,2006-04-22,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4861",114,2006-04-23,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4862",115,2006-04-24,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4863",116,2006-04-25,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4864",117,2006-04-26,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4865",118,2006-04-27,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4866",119,2006-04-28,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4867",120,2006-04-29,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4868",121,2006-04-30,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4869",122,2006-05-01,8.35674089702164,NA,NA,FALSE,FALSE,FALSE,NA
"4870",123,2006-05-02,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4871",124,2006-05-03,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4872",125,2006-05-04,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4873",126,2006-05-05,NA,NA,NA,FALSE,FALSE,FALSE,NA
"4874",127,2006-05-06,NA,NA,NA,FALSE,FALSE,FALSE,NA
