# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,
# for any damages resulting from its use.,,,,,,,,
#,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,
#,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,
# retrieved: 2022-09-29 12:40:46 EDT       (caww01),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
#    USGS 01310740 REYNOLDS CHANNEL AT POINT LOOKOUT NY,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 01310740,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,
"#        104823       90860     00001     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Maximum), monitor",,,,,,,,
"#        104824       90860     00002     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Minimum), monitor",,,,,,,,
"#        104825       90860     00003     Salinity, water, unfiltered, practical salinity units at 25 degrees Celsius (Mean), monitor",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,
#        ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,
#     4  Statistic computed from less than expected number of instantaneous values for the period,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,104823_90860_00001,104823_90860_00001_cd,104824_90860_00002,104824_90860_00002_cd,104825_90860_00003,104825_90860_00003_cd
USGS,1310740,4/6/13,33.9,A,32.7,A,33.4,A
USGS,1310740,4/7/13,33.9,A,32.8,A,33.5,A
USGS,1310740,4/8/13,33.9,A,32.8,A,33.5,A
USGS,1310740,4/9/13,33.6,A,32.4,A,33.2,A
USGS,1310740,4/10/13,33.7,A,32.4,A,33.1,A
USGS,1310740,4/11/13,33.1,A,32,A,32.7,A
USGS,1310740,4/12/13,,,,,,
USGS,1310740,4/13/13,,,,,,
USGS,1310740,4/14/13,,,,,,
USGS,1310740,4/15/13,,,,,,
USGS,1310740,4/16/13,,,,,,
USGS,1310740,4/17/13,,,,,,
USGS,1310740,4/18/13,,,,,,
USGS,1310740,4/19/13,,,,,,
USGS,1310740,4/20/13,,,,,,
USGS,1310740,4/21/13,,,,,,
USGS,1310740,4/22/13,,,,,,
USGS,1310740,4/23/13,,,,,,
USGS,1310740,4/24/13,,,,,,
USGS,1310740,4/25/13,,,,,,
USGS,1310740,4/26/13,,,,,,
USGS,1310740,4/27/13,,,,,,
USGS,1310740,4/28/13,,,,,,
USGS,1310740,4/29/13,,,,,,
USGS,1310740,4/30/13,,,,,,
USGS,1310740,5/1/13,,,,,,
USGS,1310740,5/2/13,,,,,,
USGS,1310740,5/3/13,,,,,,
USGS,1310740,5/4/13,,,,,,
USGS,1310740,5/5/13,,,,,,
USGS,1310740,5/6/13,,,,,,
USGS,1310740,5/7/13,,,,,,
USGS,1310740,5/8/13,,,,,,
USGS,1310740,5/9/13,,,,,,
USGS,1310740,5/10/13,32.1,A,30.8,A,31.6,A
USGS,1310740,5/11/13,32.1,A,30.8,A,31.6,A
USGS,1310740,5/12/13,32.3,A,30.3,A,31.5,A
USGS,1310740,5/13/13,32.6,A,30.8,A,31.6,A
USGS,1310740,5/14/13,32.9,A,30.9,A,32,A
USGS,1310740,5/15/13,32.8,A,31.3,A,32.2,A
USGS,1310740,5/16/13,32.7,A,31.4,A,32,A
USGS,1310740,5/17/13,32.9,A,31,A,31.9,A
USGS,1310740,5/18/13,32.4,A,31.1,A,31.8,A
USGS,1310740,5/19/13,31.8,A,31,A,31.5,A
USGS,1310740,5/20/13,31.3,A,30.5,A,31.1,A
USGS,1310740,5/21/13,31.6,A,30.4,A,31.1,A
USGS,1310740,5/22/13,31.8,A,30.5,A,31.3,A
USGS,1310740,5/23/13,31.6,A,30.5,A,31.3,A
USGS,1310740,5/24/13,32.6,A,30.5,A,31.6,A
USGS,1310740,5/25/13,32.6,A,30.8,A,31.8,A
USGS,1310740,5/26/13,32.9,A,31.2,A,32,A
USGS,1310740,5/27/13,32.9,A,31.7,A,32.4,A
USGS,1310740,5/28/13,32.9,A,31.6,A,32.4,A
USGS,1310740,5/29/13,32.6,A,31.3,A,32.1,A
USGS,1310740,5/30/13,32.6,A,31.1,A,32,A
USGS,1310740,5/31/13,32.6,A,31,A,32,A
USGS,1310740,6/1/13,32.3,A,31,A,31.8,A
USGS,1310740,6/2/13,32,A,30.9,A,31.5,A
USGS,1310740,6/3/13,31.4,A,30.3,A,30.8,A
USGS,1310740,6/4/13,32.5,A,30.1,A,31.3,A
USGS,1310740,6/5/13,32.3,A,30.3,A,31.5,A
USGS,1310740,6/6/13,31.6,A,30.6,A,31.3,A
USGS,1310740,6/7/13,31.3,A,26.8,A,30.4,A
USGS,1310740,6/8/13,30.9,A,26.6,A,28.5,A
USGS,1310740,6/9/13,31.1,A,27.3,A,29.3,A
USGS,1310740,6/10/13,31.1,A,27.4,A,29.6,A
USGS,1310740,6/11/13,30.9,A,27.4,A,29.2,A
USGS,1310740,6/12/13,31.3,A,27.1,A,29.2,A
USGS,1310740,6/13/13,31.4,A,27.9,A,30.1,A
USGS,1310740,6/14/13,30.8,A,27.6,A,29.3,A
USGS,1310740,6/15/13,30.9,A,27.6,A,29.4,A
USGS,1310740,6/16/13,31,A,27.9,A,29.6,A
USGS,1310740,6/17/13,30.9,A,28.3,A,29.7,A
USGS,1310740,6/18/13,31,A,28.4,A,29.9,A
USGS,1310740,6/19/13,30.9,A,28.4,A,29.9,A
USGS,1310740,6/20/13,30.5,A,28.7,A,29.9,A
USGS,1310740,6/21/13,30.6,A,28.9,A,30,A
USGS,1310740,6/22/13,30.6,A,29.2,A,30.1,A
USGS,1310740,6/23/13,30.5,A,29.2,A,30,A
USGS,1310740,6/24/13,30.5,A,29.2,A,29.9,A
USGS,1310740,6/25/13,30.7,A,29.3,A,30.1,A
USGS,1310740,6/26/13,31,A,29.5,A,30.3,A
USGS,1310740,6/27/13,31.2,A,29.7,A,30.5,A
USGS,1310740,6/28/13,30.8,A,29.9,A,30.5,A
USGS,1310740,6/29/13,31,A,29.9,A,30.5,A
USGS,1310740,6/30/13,31.2,A,29.8,A,30.6,A
USGS,1310740,7/1/13,31,A,29.6,A,30.4,A
USGS,1310740,7/2/13,30.5,A,29.3,A,30,A
USGS,1310740,7/3/13,31.1,A,29.1,A,30,A
USGS,1310740,7/4/13,30.8,A,29,A,29.9,A
USGS,1310740,7/5/13,31.3,A,28.9,A,30.2,A
USGS,1310740,7/6/13,31.3,A,29.1,A,30.3,A
USGS,1310740,7/7/13,31.4,A,29.2,A,30.5,A
USGS,1310740,7/8/13,31.4,A,29.4,A,30.6,A
USGS,1310740,7/9/13,31.4,A,29.5,A,30.8,A
USGS,1310740,7/10/13,31.3,A,29.8,A,30.8,A
USGS,1310740,7/11/13,31.5,A,30,A,30.8,A
USGS,1310740,7/12/13,31.3,A,30,A,30.9,A
USGS,1310740,7/13/13,31,A,29.9,A,30.5,A
USGS,1310740,7/14/13,30.6,A,29.7,A,30.2,A
USGS,1310740,7/15/13,30.2,A,29.7,A,30,A
USGS,1310740,7/16/13,30.2,A,29.6,A,29.9,A
USGS,1310740,7/17/13,30.2,A,29.6,A,30,A
USGS,1310740,7/18/13,30.2,A,29.7,A,30,A
USGS,1310740,7/19/13,30.3,A,29.6,A,30.1,A
USGS,1310740,7/20/13,30.5,A,29.8,A,30.2,A
USGS,1310740,7/21/13,30.4,A,29.9,A,30.2,A
USGS,1310740,7/22/13,30.3,A,29.9,A,30.2,A
USGS,1310740,7/23/13,30.2,A,29.6,A,29.9,A
USGS,1310740,7/24/13,30.2,A,29.7,A,30,A
USGS,1310740,7/25/13,30.2,A,29.7,A,30.1,A
USGS,1310740,7/26/13,30.3,A,29.8,A,30.1,A
USGS,1310740,7/27/13,30.5,A,29.8,A,30.2,A
USGS,1310740,7/28/13,30.5,A,30,A,30.4,A
USGS,1310740,7/29/13,30.5,A,30,A,30.3,A
USGS,1310740,7/30/13,30.7,A,29.9,A,30.3,A
USGS,1310740,7/31/13,31.1,A,29.9,A,30.5,A
USGS,1310740,8/1/13,31,A,30.2,A,30.8,A
USGS,1310740,8/2/13,31,A,30,A,30.6,A
USGS,1310740,8/3/13,30.9,A,29.9,A,30.6,A
USGS,1310740,8/4/13,31,A,29.9,A,30.6,A
USGS,1310740,8/5/13,31.2,A,29.8,A,30.7,A
USGS,1310740,8/6/13,31.2,A,30,A,30.8,A
USGS,1310740,8/7/13,31,A,30.1,A,30.7,A
USGS,1310740,8/8/13,30.8,A,29.9,A,30.4,A
USGS,1310740,8/9/13,30.5,A,29.6,A,30.1,A
USGS,1310740,8/10/13,31,A,29.4,A,30.3,A
USGS,1310740,8/11/13,30.9,A,29.4,A,30.3,A
USGS,1310740,8/12/13,31,A,29.6,A,30.4,A
USGS,1310740,8/13/13,30.8,A,29.4,A,30.2,A
USGS,1310740,8/14/13,31,A,29.2,A,30,A
USGS,1310740,8/15/13,31.2,A,29.3,A,30.4,A
USGS,1310740,8/16/13,31,A,29.7,A,30.5,A
USGS,1310740,8/17/13,31,A,29.8,A,30.6,A
USGS,1310740,8/18/13,31,A,29.7,A,30.5,A
USGS,1310740,8/19/13,30.8,A,29.6,A,30.3,A
USGS,1310740,8/20/13,30.8,A,29.7,A,30.5,A
USGS,1310740,8/21/13,30.8,A,30,A,30.5,A
USGS,1310740,8/22/13,31,A,30,A,30.6,A
USGS,1310740,8/23/13,31.1,A,30.1,A,30.6,A
USGS,1310740,8/24/13,30.8,A,30,A,30.5,A
USGS,1310740,8/25/13,30.6,A,30,A,30.4,A
USGS,1310740,8/26/13,31,A,30,A,30.4,A
USGS,1310740,8/27/13,31.1,A,29.8,A,30.6,A
USGS,1310740,8/28/13,31,A,30,A,30.6,A
USGS,1310740,8/29/13,31,A,30.3,A,30.7,A
USGS,1310740,8/30/13,30.9,A,30.2,A,30.7,A
USGS,1310740,8/31/13,30.9,A,30.2,A,30.6,A
USGS,1310740,9/1/13,31,A,30.2,A,30.8,A
USGS,1310740,9/2/13,31.2,A,30.3,A,30.9,A
USGS,1310740,9/3/13,31,A,30.3,A,30.7,A
USGS,1310740,9/4/13,31.4,A,30.2,A,30.8,A
USGS,1310740,9/5/13,31.8,A,30.3,A,31.1,A
USGS,1310740,9/6/13,31.7,A,30.7,A,31.2,A
USGS,1310740,9/7/13,31.4,A,30.6,A,31.1,A
USGS,1310740,9/8/13,31.8,A,30.8,A,31.3,A
USGS,1310740,9/9/13,31.7,A,31,A,31.4,A
USGS,1310740,9/10/13,31.6,A,30.7,A,31.2,A
USGS,1310740,9/11/13,31.3,A,30.7,A,31.1,A
USGS,1310740,9/12/13,31.3,A,30.5,A,31,A
USGS,1310740,9/13/13,31.4,A,30.5,A,30.9,A
USGS,1310740,9/14/13,31.5,A,30.4,A,31.1,A
USGS,1310740,9/15/13,31.5,A,30.5,A,31.1,A
USGS,1310740,9/16/13,31.6,A,30.6,A,31.1,A
USGS,1310740,9/17/13,31.6,A,30.8,A,31.3,A
USGS,1310740,9/18/13,31.5,A,30.8,A,31.2,A
USGS,1310740,9/19/13,31.5,A,30.8,A,31.1,A
USGS,1310740,9/20/13,31.4,A,30.7,A,31,A
USGS,1310740,9/21/13,31.3,A,30.5,A,31,A
USGS,1310740,9/22/13,30.9,A,29.9,A,30.5,A
USGS,1310740,9/23/13,31.3,A,29.8,A,30.5,A
USGS,1310740,9/24/13,31,A,29.8,A,30.4,A
USGS,1310740,9/25/13,31.3,A,30.1,A,30.7,A
USGS,1310740,9/26/13,31.4,A,30.8,A,31.2,A
USGS,1310740,9/27/13,31.4,A,30.7,A,31.1,A
USGS,1310740,9/28/13,31.3,A,30.4,A,30.9,A
USGS,1310740,9/29/13,31.1,A,30.4,A,30.8,A
USGS,1310740,9/30/13,31,A,30.2,A,30.7,A
USGS,1310740,10/1/13,31,A,30.2,A,30.7,A
USGS,1310740,10/2/13,31,A,30.2,A,30.7,A
USGS,1310740,10/3/13,31,A,30.2,A,30.8,A
USGS,1310740,10/4/13,31.1,A,30.3,A,30.8,A
USGS,1310740,10/5/13,31.3,A,30.4,A,30.9,A
USGS,1310740,10/6/13,31.1,A,30.5,A,30.9,A
USGS,1310740,10/7/13,30.9,A,30.2,A,30.6,A
USGS,1310740,10/8/13,30.8,A,30,A,30.4,A
USGS,1310740,10/9/13,30.8,A,30,A,30.5,A
USGS,1310740,10/10/13,30.8,A,30.2,A,30.6,A
USGS,1310740,10/11/13,31,A,30.3,A,30.7,A
USGS,1310740,10/12/13,31,A,30.4,A,30.9,A
USGS,1310740,10/13/13,31,A,30.4,A,30.9,A
USGS,1310740,10/14/13,31,A,30.3,A,30.8,A
USGS,1310740,10/15/13,31,A,30.2,A,30.7,A
USGS,1310740,10/16/13,31,A,30.4,A,30.8,A
USGS,1310740,10/17/13,31,A,30.5,A,30.8,A
USGS,1310740,10/18/13,31,A,30.4,A,30.8,A
USGS,1310740,10/19/13,31,A,30.5,A,30.8,A
USGS,1310740,10/20/13,31,A,30.6,A,30.9,A
USGS,1310740,10/21/13,31.2,A,30.5,A,30.9,A
USGS,1310740,10/22/13,31.3,A,30.6,A,31,A
USGS,1310740,10/23/13,31.4,A,30.7,A,31.1,A
USGS,1310740,10/24/13,31.3,A,30.6,A,31.1,A
USGS,1310740,10/25/13,31.6,A,30.7,A,31.1,A
USGS,1310740,10/26/13,31.7,A,30.8,A,31.3,A
USGS,1310740,10/27/13,31.8,A,30.8,A,31.4,A
USGS,1310740,10/28/13,31.6,A,30.7,A,31.4,A
USGS,1310740,10/29/13,31.8,A,30.8,A,31.5,A
USGS,1310740,10/30/13,31.6,A,30.6,A,31.3,A
USGS,1310740,10/31/13,31.5,A,30.7,A,31.2,A
USGS,1310740,11/1/13,31.4,A,30.7,A,31.2,A
USGS,1310740,11/2/13,31.6,A,30.8,A,31.2,A
USGS,1310740,11/3/13,31.6,A,30.8,A,31.2,A
USGS,1310740,11/4/13,31.5,A,30.9,A,31.3,A
USGS,1310740,11/5/13,31.6,A,31.1,A,31.3,A
USGS,1310740,11/6/13,31.5,A,31.1,A,31.3,A
USGS,1310740,11/7/13,31.4,A,31,A,31.2,A
USGS,1310740,11/8/13,31.4,A,30.8,A,31.2,A
USGS,1310740,11/9/13,31.4,A,30.9,A,31.2,A
USGS,1310740,11/10/13,31.6,A,30.9,A,31.2,A
USGS,1310740,11/11/13,31.5,A,30.8,A,31.2,A
USGS,1310740,11/12/13,31.3,A,30.8,A,31.2,A
USGS,1310740,11/13/13,31.6,A,31,A,31.3,A
USGS,1310740,11/14/13,31.6,A,30.9,A,31.4,A
USGS,1310740,11/15/13,31.6,A,31.1,A,31.4,A
USGS,1310740,11/16/13,31.6,A,31.1,A,31.4,A
USGS,1310740,11/17/13,31.6,A,31.1,A,31.4,A
USGS,1310740,11/18/13,31.7,A,30.9,A,31.4,A
USGS,1310740,11/19/13,31.6,A,30.9,A,31.3,A
USGS,1310740,11/20/13,31.6,A,31.1,A,31.4,A
USGS,1310740,11/21/13,31.7,A,31.3,A,31.5,A
USGS,1310740,11/22/13,31.7,A,31.1,A,31.5,A
USGS,1310740,11/23/13,31.7,A,31,A,31.5,A
USGS,1310740,11/24/13,32.4,A,31.1,A,31.6,A
USGS,1310740,11/25/13,32.6,A,31.6,A,32.1,A
USGS,1310740,11/26/13,32.5,A,31.6,A,32,A
USGS,1310740,11/27/13,32.1,A,30.7,A,31.4,A
USGS,1310740,11/28/13,31.6,A,30.3,A,30.9,A
USGS,1310740,11/29/13,31.6,A,30.5,A,31.2,A
USGS,1310740,11/30/13,31.8,A,30.7,A,31.5,A
USGS,1310740,12/1/13,32.1,A,31.1,A,31.7,A
USGS,1310740,12/2/13,32.1,A,31.1,A,31.8,A
USGS,1310740,12/3/13,32.1,A,31.4,A,31.9,A
USGS,1310740,12/4/13,32.5,A,31.6,A,32,A
USGS,1310740,12/5/13,32.5,A,31.6,A,32,A
USGS,1310740,12/6/13,32.3,A,31.6,A,32,A
USGS,1310740,12/7/13,32.2,A,31.4,A,31.8,A
USGS,1310740,12/8/13,32.2,A,31.5,A,31.9,A
USGS,1310740,12/9/13,32.4,A,31.4,A,32.1,A
USGS,1310740,12/10/13,32.1,A,31.3,A,31.8,A
USGS,1310740,12/11/13,32.6,A,31.3,A,32,A
USGS,1310740,12/12/13,32.4,A,31.6,A,32.1,A
USGS,1310740,12/13/13,32.3,A,31.5,A,32,A
USGS,1310740,12/14/13,32.2,A,31.6,A,32.1,A
USGS,1310740,12/15/13,32.1,A,30.8,A,31.6,A
USGS,1310740,12/16/13,31.9,A,30.7,A,31.4,A
USGS,1310740,12/17/13,31.9,A,30.8,A,31.5,A
USGS,1310740,12/18/13,31.9,A,30.9,A,31.5,A
USGS,1310740,12/19/13,31.9,A,31,A,31.5,A
USGS,1310740,12/20/13,32,A,30.8,A,31.6,A
USGS,1310740,12/21/13,32,A,30.8,A,31.6,A
USGS,1310740,12/22/13,31.9,A,30.6,A,31.4,A
USGS,1310740,12/23/13,31.7,A,30.2,A,31.2,A
USGS,1310740,12/24/13,31.6,A,30,A,30.9,A
USGS,1310740,12/25/13,31.5,A,30.2,A,31,A
USGS,1310740,12/26/13,31.6,A,30.3,A,31.2,A
USGS,1310740,12/27/13,31.6,A,30.4,A,31.2,A
USGS,1310740,12/28/13,31.6,A,30.5,A,31.2,A
USGS,1310740,12/29/13,31.8,A,30.2,A,31.3,A
USGS,1310740,12/30/13,31.8,A,30.3,A,31.2,A
USGS,1310740,12/31/13,31.7,A,30.5,A,31.3,A
USGS,1310740,1/1/14,31.8,A,31,A,31.6,A
USGS,1310740,1/2/14,32.1,A,31.4,A,31.9,A
USGS,1310740,1/3/14,32.4,A,31.9,A,32.1,A
USGS,1310740,1/4/14,32.5,A,32.1,A,32.3,A
USGS,1310740,1/5/14,32.4,A,31.9,A,32.2,A
USGS,1310740,1/6/14,32.2,A,31.3,A,31.8,A
USGS,1310740,1/7/14,32.9,A,31.4,A,32.1,A
USGS,1310740,1/8/14,32.7,A,32.1,A,32.5,A
USGS,1310740,1/9/14,32.6,A,32,A,32.3,A
USGS,1310740,1/10/14,32.2,A,31.7,A,32,A
USGS,1310740,1/11/14,31.8,A,30.8,A,31.5,A
USGS,1310740,1/12/14,31.8,A,30.2,A,31.2,A
USGS,1310740,1/13/14,31.7,A,30.3,A,31.2,A
USGS,1310740,1/14/14,31.8,A,30.4,A,31.3,A
USGS,1310740,1/15/14,32,A,30.1,A,31.2,A
USGS,1310740,1/16/14,31.9,A,30.2,A,31.2,A
USGS,1310740,1/17/14,31.8,A,30.2,A,31.2,A
USGS,1310740,1/18/14,31.8,A,30.3,A,31.2,A
USGS,1310740,1/19/14,31.9,A,30.4,A,31.3,A
USGS,1310740,1/20/14,31.8,A,30.5,A,31.3,A
USGS,1310740,1/21/14,32.1,A,30.5,A,31.5,A
USGS,1310740,1/22/14,32.3,A,31.2,A,31.9,A
USGS,1310740,1/23/14,32.6,A,31.7,A,32.2,A
USGS,1310740,1/24/14,33.5,A,31.8,A,32.5,A
USGS,1310740,1/25/14,33.5,A,32.3,A,32.8,A
USGS,1310740,1/26/14,32.8,A,31.3,A,32.2,A
USGS,1310740,1/27/14,32.3,A,31.3,A,31.7,A
USGS,1310740,1/28/14,32.1,A,31.4,A,31.8,A
USGS,1310740,1/29/14,32.1,A,31.6,A,32,A
USGS,1310740,1/30/14,32.3,A,31.8,A,32.1,A
USGS,1310740,1/31/14,32.7,A,32.1,A,32.4,A
USGS,1310740,2/1/14,32.9,A,32.3,A,32.6,A
USGS,1310740,2/2/14,32.6,A,32.1,A,32.4,A
USGS,1310740,2/3/14,32.4,A,31.8,A,32.1,A
USGS,1310740,2/4/14,32.5,A,31.8,A,32.1,A
USGS,1310740,2/5/14,32.4,A,31.4,A,32,A
USGS,1310740,2/6/14,32.1,A,31.2,A,31.7,A
USGS,1310740,2/7/14,32.1,A,31.1,A,31.7,A
USGS,1310740,2/8/14,32.6,A,31.1,A,31.9,A
USGS,1310740,2/9/14,32.5,A,31.2,A,32.1,A
USGS,1310740,2/10/14,32.4,A,31.3,A,32,A
USGS,1310740,2/11/14,32.6,A,31.5,A,32.3,A
USGS,1310740,2/12/14,32.9,A,31.7,A,32.5,A
USGS,1310740,2/13/14,32.9,A,31.8,A,32.4,A
USGS,1310740,2/14/14,32.9,A,30.9,A,31.8,A
USGS,1310740,2/15/14,32.6,A,30.8,A,31.9,A
USGS,1310740,2/16/14,32.6,A,31.3,A,31.9,A
USGS,1310740,2/17/14,32.7,A,31.5,A,32.1,A
USGS,1310740,2/18/14,32.9,A,31.6,A,32.3,A
USGS,1310740,2/19/14,32.9,A,31.4,A,32.3,A
USGS,1310740,2/20/14,32.7,A,31.1,A,32,A
USGS,1310740,2/21/14,32.6,A,31.1,A,31.9,A
USGS,1310740,2/22/14,32.5,A,30.7,A,31.7,A
USGS,1310740,2/23/14,32.4,A,30.5,A,31.6,A
USGS,1310740,2/24/14,32.4,A,30.5,A,31.5,A
USGS,1310740,2/25/14,32.8,A,30.8,A,31.8,A
USGS,1310740,2/26/14,32.7,A,30.9,A,32.1,A
USGS,1310740,2/27/14,32.7,A,31.3,A,32.2,A
USGS,1310740,2/28/14,33,A,32.1,A,32.7,A
USGS,1310740,3/1/14,33,A,32.3,A,32.7,A
USGS,1310740,3/2/14,32.9,A,32.2,A,32.7,A
USGS,1310740,3/3/14,33.2,A,32.3,A,32.8,A
USGS,1310740,3/4/14,33.2,A,32.4,A,33,A
USGS,1310740,3/5/14,33.2,A,32.4,A,32.9,A
USGS,1310740,3/6/14,33.2,A,32.5,A,32.9,A
USGS,1310740,3/7/14,32.9,A,32.5,A,32.8,A
USGS,1310740,3/8/14,32.9,A,31.8,A,32.5,A
USGS,1310740,3/9/14,32.9,A,31.6,A,32.3,A
USGS,1310740,3/10/14,32.8,A,31.7,A,32.2,A
USGS,1310740,3/11/14,32.6,A,31.4,A,32.3,A
USGS,1310740,3/12/14,32.6,A,31.4,A,32.3,A
USGS,1310740,3/13/14,32.6,A,31.2,A,31.8,A
USGS,1310740,3/14/14,32.3,A,31.3,A,32,A
USGS,1310740,3/15/14,32.6,A,31.3,A,32.1,A
USGS,1310740,3/16/14,32.4,A,31.2,A,31.9,A
USGS,1310740,3/17/14,32.6,A,31.5,A,32.3,A
USGS,1310740,3/18/14,32.8,A,31.8,A,32.4,A
USGS,1310740,3/19/14,32.5,A,31.8,A,32.3,A
USGS,1310740,3/20/14,32.4,A,31.3,A,31.9,A
USGS,1310740,3/21/14,32.4,A,31.4,A,31.9,A
USGS,1310740,3/22/14,32.6,A,31.5,A,32.1,A
USGS,1310740,3/23/14,32.6,A,31.5,A,32.1,A
USGS,1310740,3/24/14,32.6,A,31.6,A,32.3,A
USGS,1310740,3/25/14,32.6,A,31.8,A,32.4,A
USGS,1310740,3/26/14,32.9,A,32,A,32.5,A
USGS,1310740,3/27/14,33.2,A,32.4,A,32.8,A
USGS,1310740,3/28/14,33.1,A,32.3,A,32.7,A
USGS,1310740,3/29/14,32.8,A,31,A,32.4,A
USGS,1310740,3/30/14,32.6,A,29.9,A,31.5,A
USGS,1310740,3/31/14,32.4,A,30.3,A,31.3,A
USGS,1310740,4/1/14,32.4,A,30.5,A,31.6,A
USGS,1310740,4/2/14,32.4,A,30.8,A,31.8,A
USGS,1310740,4/3/14,32.4,A,30.7,A,31.7,A
USGS,1310740,4/4/14,32.4,A,30.8,A,31.8,A
USGS,1310740,4/5/14,32,A,30.3,A,31.3,A
USGS,1310740,4/6/14,31.9,A,30.4,A,31.2,A
USGS,1310740,4/7/14,32.1,A,30.3,A,31.5,A
USGS,1310740,4/8/14,32.4,A,30,A,31.2,A
USGS,1310740,4/9/14,32.1,A,29.7,A,30.7,A
USGS,1310740,4/10/14,31.9,A,29.9,A,31,A
USGS,1310740,4/11/14,31.6,A,29.8,A,30.7,A
USGS,1310740,4/12/14,31.7,A,29.4,A,30.6,A
USGS,1310740,4/13/14,30.7,A,29.3,A,30,A
USGS,1310740,4/14/14,30,A,28.4,A,28.9,A
USGS,1310740,4/15/14,31.3,A,28.5,A,29.4,A
USGS,1310740,4/16/14,32.1,A,28,A,30,A
USGS,1310740,4/17/14,31.8,A,29.1,A,30.8,A
USGS,1310740,4/18/14,31.3,A,29.6,A,30.7,A
USGS,1310740,4/19/14,31.1,A,29.6,A,30.5,A
USGS,1310740,4/20/14,31.1,A,29.7,A,30.6,A
USGS,1310740,4/21/14,31,A,29.9,A,30.6,A
USGS,1310740,4/22/14,31.1,A,29.9,A,30.6,A
USGS,1310740,4/23/14,31.1,A,29.9,A,30.6,A
USGS,1310740,4/24/14,31.4,A,30.1,A,30.7,A
USGS,1310740,4/25/14,31.6,A,30.5,A,31.2,A
USGS,1310740,4/26/14,31.6,A,30.3,A,31.1,A
USGS,1310740,4/27/14,31.5,A,30.3,A,31,A
USGS,1310740,4/28/14,31.5,A,30.4,A,31,A
USGS,1310740,4/29/14,31.6,A,30.6,A,31.3,A
USGS,1310740,4/30/14,31.6,A,28.8,A,31,A
USGS,1310740,5/1/14,31.4,A,28.1,A,29.6,A
USGS,1310740,5/2/14,31.7,A,27.8,A,29.7,A
USGS,1310740,5/3/14,31.2,A,28.4,A,30,A
USGS,1310740,5/4/14,31.7,A,28.6,A,30.2,A
USGS,1310740,5/5/14,31.8,A,28.9,A,30.3,A
USGS,1310740,5/6/14,31.8,A,28.9,A,30.7,A
USGS,1310740,5/7/14,31.9,A,29.4,A,30.8,A
USGS,1310740,5/8/14,31.7,A,29.5,A,30.7,A
USGS,1310740,5/9/14,31,A,29.2,A,29.8,A
USGS,1310740,5/10/14,31.1,A,27.9,A,29.6,A
USGS,1310740,5/11/14,31.6,A,28,A,30,A
USGS,1310740,5/12/14,31.7,A,28.6,A,30.6,A
USGS,1310740,5/13/14,31.7,A,29.1,A,30.8,A
USGS,1310740,5/14/14,31.5,A,29.3,A,30.7,A
USGS,1310740,5/15/14,31.5,A,29.4,A,30.7,A
USGS,1310740,5/16/14,31.5,A,29.6,A,30.8,A
USGS,1310740,5/17/14,31.4,A,29.4,A,30.6,A
USGS,1310740,5/18/14,31.3,A,29.7,A,30.7,A
USGS,1310740,5/19/14,31.3,A,30,A,30.7,A
USGS,1310740,5/20/14,31.3,A,30.2,A,30.9,A
USGS,1310740,5/21/14,31.3,A,30.2,A,31,A
USGS,1310740,5/22/14,31.3,A,30.2,A,30.9,A
USGS,1310740,5/23/14,31.1,A,30,A,30.7,A
USGS,1310740,5/24/14,30.9,A,29.7,A,30.5,A
USGS,1310740,5/25/14,31.1,A,29.8,A,30.6,A
USGS,1310740,5/26/14,31.4,A,29.9,A,30.8,A
USGS,1310740,5/27/14,31.4,A,30.2,A,31,A
USGS,1310740,5/28/14,31.3,A,30.3,A,31,A
USGS,1310740,5/29/14,31,A,30.4,A,30.8,A
USGS,1310740,5/30/14,31,A,30.2,A,30.8,A
USGS,1310740,5/31/14,31,A,30.3,A,30.8,A
USGS,1310740,6/1/14,31,A,30.3,A,30.7,A
USGS,1310740,6/2/14,31,A,30.2,A,30.8,A
USGS,1310740,6/3/14,31.1,A,30.2,A,30.7,A
USGS,1310740,6/4/14,31.1,A,30.1,A,30.7,A
