# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,
# retrieved: 2022-09-29 16:20:21 EDT       (sdww01),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
#    USGS 01358000 HUDSON RIVER AT GREEN ISLAND NY,,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 01358000,,,,
#            TS   parameter     statistic     Description,,,,
"#        105057       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency_cd,site_no,datetime,105057_00060_00003,105057_00060_00003_cd
USGS,1358000,9/26/06,7220,A:e
USGS,1358000,9/27/06,5880,A:e
USGS,1358000,9/28/06,5630,A:e
USGS,1358000,9/29/06,9320,A:e
USGS,1358000,9/30/06,15200,A:e
USGS,1358000,10/1/06,8640,A:e
USGS,1358000,10/2/06,12700,A:e
USGS,1358000,10/3/06,13700,A:e
USGS,1358000,10/4/06,11000,A:e
USGS,1358000,10/5/06,11100,A:e
USGS,1358000,10/6/06,12000,A:e
USGS,1358000,10/7/06,12100,A:e
USGS,1358000,10/8/06,10500,A:e
USGS,1358000,10/9/06,10100,A:e
USGS,1358000,10/10/06,9340,A:e
USGS,1358000,10/11/06,8050,A:e
USGS,1358000,10/12/06,8430,A:e
USGS,1358000,10/13/06,9000,A:e
USGS,1358000,10/14/06,8450,A:e
USGS,1358000,10/15/06,9020,A:e
USGS,1358000,10/16/06,8070,A:e
USGS,1358000,10/17/06,9010,A:e
USGS,1358000,10/18/06,17000,A:e
USGS,1358000,10/19/06,22600,A
USGS,1358000,10/20/06,29100,A
USGS,1358000,10/21/06,49200,A
USGS,1358000,10/22/06,34800,A
USGS,1358000,10/23/06,27900,A
USGS,1358000,10/24/06,23600,A
USGS,1358000,10/25/06,22800,A:e
USGS,1358000,10/26/06,21000,A:e
USGS,1358000,10/27/06,19800,A:e
USGS,1358000,10/28/06,27700,A:e
USGS,1358000,10/29/06,56500,A
USGS,1358000,10/30/06,43200,A
USGS,1358000,10/31/06,32600,A
USGS,1358000,11/1/06,26100,A
USGS,1358000,11/2/06,24900,A
USGS,1358000,11/3/06,21300,A:e
USGS,1358000,11/4/06,20600,A:e
USGS,1358000,11/5/06,19400,A:e
USGS,1358000,11/6/06,15700,A:e
USGS,1358000,11/7/06,17500,A:e
USGS,1358000,11/8/06,19600,A:e
USGS,1358000,11/9/06,30300,A:e
USGS,1358000,11/10/06,24700,A
USGS,1358000,11/11/06,20500,A:e
USGS,1358000,11/12/06,21300,A:e
USGS,1358000,11/13/06,27600,A:e
USGS,1358000,11/14/06,28000,A:e
USGS,1358000,11/15/06,28200,A:e
USGS,1358000,11/16/06,27800,A:e
USGS,1358000,11/17/06,60800,A:e
USGS,1358000,11/18/06,66300,A
USGS,1358000,11/19/06,51000,A
USGS,1358000,11/20/06,41800,A
USGS,1358000,11/21/06,33000,A
USGS,1358000,11/22/06,23000,A:e
USGS,1358000,11/23/06,21600,A:e
USGS,1358000,11/24/06,20600,A:e
USGS,1358000,11/25/06,18400,A:e
USGS,1358000,11/26/06,17400,A:e
USGS,1358000,11/27/06,18200,A:e
USGS,1358000,11/28/06,16700,A:e
USGS,1358000,11/29/06,18300,A:e
USGS,1358000,11/30/06,15600,A:e
USGS,1358000,12/1/06,17700,A:e
USGS,1358000,12/2/06,34500,A:e
USGS,1358000,12/3/06,29200,A:e
USGS,1358000,12/4/06,23500,A:e
USGS,1358000,12/5/06,21500,A:e
USGS,1358000,12/6/06,22500,A:e
USGS,1358000,12/7/06,22800,A:e
USGS,1358000,12/8/06,19700,A:e
USGS,1358000,12/9/06,19300,A:e
USGS,1358000,12/10/06,19200,A:e
USGS,1358000,12/11/06,16000,A:e
USGS,1358000,12/12/06,17100,A:e
USGS,1358000,12/13/06,16100,A:e
USGS,1358000,12/14/06,17400,A:e
USGS,1358000,12/15/06,18400,A:e
USGS,1358000,12/16/06,17000,A:e
USGS,1358000,12/17/06,16200,A:e
USGS,1358000,12/18/06,15800,A:e
USGS,1358000,12/19/06,15500,A:e
USGS,1358000,12/20/06,15500,A:e
USGS,1358000,12/21/06,14700,A:e
USGS,1358000,12/22/06,14000,A:e
USGS,1358000,12/23/06,19400,A:e
USGS,1358000,12/24/06,26300,A:e
USGS,1358000,12/25/06,23700,A
USGS,1358000,12/26/06,24100,A
USGS,1358000,12/27/06,30900,A
USGS,1358000,12/28/06,26800,A:e
USGS,1358000,12/29/06,24300,A:e
USGS,1358000,12/30/06,21300,A:e
USGS,1358000,12/31/06,18400,A:e
USGS,1358000,1/1/07,20100,A:e
USGS,1358000,1/2/07,25500,A
USGS,1358000,1/3/07,23600,A
USGS,1358000,1/4/07,21200,A:e
USGS,1358000,1/5/07,19900,A:e
USGS,1358000,1/6/07,24000,A:e
USGS,1358000,1/7/07,41200,A:e
USGS,1358000,1/8/07,45200,A:e
USGS,1358000,1/9/07,56900,A:e
USGS,1358000,1/10/07,54300,A:e
USGS,1358000,1/11/07,42600,A:e
USGS,1358000,1/12/07,36200,A:e
USGS,1358000,1/13/07,33200,A:e
USGS,1358000,1/14/07,35900,A:e
USGS,1358000,1/15/07,37200,A:e
USGS,1358000,1/16/07,54000,A:e
USGS,1358000,1/17/07,46200,A:e
USGS,1358000,1/18/07,34700,A:e
USGS,1358000,1/19/07,32000,A:e
USGS,1358000,1/20/07,29100,A:e
USGS,1358000,1/21/07,24200,A:e
USGS,1358000,1/22/07,23400,A:e
USGS,1358000,1/23/07,23600,A:e
USGS,1358000,1/24/07,22100,A:e
USGS,1358000,1/25/07,20500,A:e
USGS,1358000,1/26/07,18000,A:e
USGS,1358000,1/27/07,16000,A:e
USGS,1358000,1/28/07,16700,A:e
USGS,1358000,1/29/07,17600,A:e
USGS,1358000,1/30/07,17100,A:e
USGS,1358000,1/31/07,16600,A:e
USGS,1358000,2/1/07,17000,A:e
USGS,1358000,2/2/07,16500,A:e
USGS,1358000,2/3/07,15900,A:e
USGS,1358000,2/4/07,15100,A:e
USGS,1358000,2/5/07,14400,A:e
USGS,1358000,2/6/07,12500,A:e
USGS,1358000,2/7/07,12100,A:e
USGS,1358000,2/8/07,11800,A:e
USGS,1358000,2/9/07,11500,A:e
USGS,1358000,2/10/07,11500,A:e
USGS,1358000,2/11/07,10600,A:e
USGS,1358000,2/12/07,10800,A:e
USGS,1358000,2/13/07,10900,A:e
USGS,1358000,2/14/07,11000,A:e
USGS,1358000,2/15/07,9390,A:e
USGS,1358000,2/16/07,9580,A:e
USGS,1358000,2/17/07,10800,A:e
USGS,1358000,2/18/07,11300,A:e
USGS,1358000,2/19/07,11000,A:e
USGS,1358000,2/20/07,10900,A:e
USGS,1358000,2/21/07,10900,A:e
USGS,1358000,2/22/07,11600,A:e
USGS,1358000,2/23/07,9600,A
USGS,1358000,2/24/07,8670,A
USGS,1358000,2/25/07,8330,A
USGS,1358000,2/26/07,7830,A
USGS,1358000,2/27/07,9440,A:e
USGS,1358000,2/28/07,9640,A:e
USGS,1358000,3/1/07,9780,A:e
USGS,1358000,3/2/07,10200,A:e
USGS,1358000,3/3/07,10500,A:e
USGS,1358000,3/4/07,11600,A:e
USGS,1358000,3/5/07,12900,A:e
USGS,1358000,3/6/07,12000,A:e
USGS,1358000,3/7/07,11000,A:e
USGS,1358000,3/8/07,10500,A:e
USGS,1358000,3/9/07,10200,A:e
USGS,1358000,3/10/07,10300,A:e
USGS,1358000,3/11/07,11100,A:e
USGS,1358000,3/12/07,12100,A:e
USGS,1358000,3/13/07,13300,A:e
USGS,1358000,3/14/07,18500,A:e
USGS,1358000,3/15/07,42600,A:e
USGS,1358000,3/16/07,62000,A:e
USGS,1358000,3/17/07,43000,A:e
USGS,1358000,3/18/07,34300,A:e
USGS,1358000,3/19/07,29700,A:e
USGS,1358000,3/20/07,24700,A:e
USGS,1358000,3/21/07,20700,A:e
USGS,1358000,3/22/07,20100,A:e
USGS,1358000,3/23/07,36400,A
USGS,1358000,3/24/07,49200,A
USGS,1358000,3/25/07,52000,A
USGS,1358000,3/26/07,49100,A
USGS,1358000,3/27/07,66200,A
USGS,1358000,3/28/07,75400,A
USGS,1358000,3/29/07,67000,A
USGS,1358000,3/30/07,50100,A
USGS,1358000,3/31/07,41500,A
USGS,1358000,4/1/07,35700,A
USGS,1358000,4/2/07,35100,A
USGS,1358000,4/3/07,35500,A
USGS,1358000,4/4/07,37100,A
USGS,1358000,4/5/07,50200,A
USGS,1358000,4/6/07,40100,A
USGS,1358000,4/7/07,32300,A
USGS,1358000,4/8/07,27300,A
USGS,1358000,4/9/07,24500,A:e
USGS,1358000,4/10/07,21800,A:e
USGS,1358000,4/11/07,19800,A:e
USGS,1358000,4/12/07,20600,A:e
USGS,1358000,4/13/07,24700,A:e
USGS,1358000,4/14/07,25500,A:e
USGS,1358000,4/15/07,24900,A:e
USGS,1358000,4/16/07,58500,A
USGS,1358000,4/17/07,104000,A
USGS,1358000,4/18/07,80100,A
USGS,1358000,4/19/07,62400,A
USGS,1358000,4/20/07,60600,A
USGS,1358000,4/21/07,55800,A
USGS,1358000,4/22/07,53000,A
USGS,1358000,4/23/07,51700,A
USGS,1358000,4/24/07,55600,A
USGS,1358000,4/25/07,61600,A
USGS,1358000,4/26/07,55200,A
USGS,1358000,4/27/07,48900,A
USGS,1358000,4/28/07,43800,A
USGS,1358000,4/29/07,40800,A
USGS,1358000,4/30/07,37200,A
USGS,1358000,5/1/07,31700,A
USGS,1358000,5/2/07,29100,A
USGS,1358000,5/3/07,30200,A
USGS,1358000,5/4/07,23300,A:e
USGS,1358000,5/5/07,23500,A:e
USGS,1358000,5/6/07,22000,A:e
USGS,1358000,5/7/07,19900,A:e
USGS,1358000,5/8/07,18100,A:e
USGS,1358000,5/9/07,15100,A:e
USGS,1358000,5/10/07,14900,A:e
USGS,1358000,5/11/07,26100,A:e
USGS,1358000,5/12/07,24200,A:e
USGS,1358000,5/13/07,18000,A:e
USGS,1358000,5/14/07,15500,A:e
USGS,1358000,5/15/07,15200,A:e
USGS,1358000,5/16/07,16000,A:e
USGS,1358000,5/17/07,18800,A:e
USGS,1358000,5/18/07,16500,A:e
USGS,1358000,5/19/07,16500,A:e
USGS,1358000,5/20/07,19800,A:e
USGS,1358000,5/21/07,24400,A:e
USGS,1358000,5/22/07,19900,A:e
USGS,1358000,5/23/07,15500,A:e
USGS,1358000,5/24/07,11800,A:e
USGS,1358000,5/25/07,9540,A:e
USGS,1358000,5/26/07,8030,A:e
USGS,1358000,5/27/07,8320,A:e
USGS,1358000,5/28/07,9540,A:e
USGS,1358000,5/29/07,9420,A:e
USGS,1358000,5/30/07,8040,A:e
USGS,1358000,5/31/07,6990,A:e
USGS,1358000,6/1/07,6980,A:e
USGS,1358000,6/2/07,7090,A:e
USGS,1358000,6/3/07,8340,A:e
USGS,1358000,6/4/07,9750,A:e
USGS,1358000,6/5/07,13400,A:e
USGS,1358000,6/6/07,14800,A:e
USGS,1358000,6/7/07,10800,A:e
USGS,1358000,6/8/07,8900,A:e
USGS,1358000,6/9/07,7970,A:e
USGS,1358000,6/10/07,6860,A:e
USGS,1358000,6/11/07,6190,A:e
USGS,1358000,6/12/07,5750,A:e
USGS,1358000,6/13/07,7420,A:e
USGS,1358000,6/14/07,6590,A:e
USGS,1358000,6/15/07,6300,A:e
USGS,1358000,6/16/07,5640,A:e
USGS,1358000,6/17/07,5140,A:e
USGS,1358000,6/18/07,5230,A:e
USGS,1358000,6/19/07,5080,A:e
USGS,1358000,6/20/07,5860,A:e
USGS,1358000,6/21/07,7040,A:e
USGS,1358000,6/22/07,7760,A:e
USGS,1358000,6/23/07,4510,A:e
USGS,1358000,6/24/07,4850,A:e
USGS,1358000,6/25/07,4920,A:e
USGS,1358000,6/26/07,4570,A:e
USGS,1358000,6/27/07,4460,A:e
USGS,1358000,6/28/07,6250,A:e
USGS,1358000,6/29/07,3860,A:e
USGS,1358000,6/30/07,4080,A:e
USGS,1358000,7/1/07,4550,A:e
USGS,1358000,7/2/07,4380,A:e
USGS,1358000,7/3/07,3620,A:e
USGS,1358000,7/4/07,4170,A:e
USGS,1358000,7/5/07,4560,A:e
USGS,1358000,7/6/07,4970,A:e
USGS,1358000,7/7/07,4880,A:e
USGS,1358000,7/8/07,4920,A:e
USGS,1358000,7/9/07,5910,A:e
USGS,1358000,7/10/07,6220,A:e
USGS,1358000,7/11/07,6830,A:e
USGS,1358000,7/12/07,6610,A:e
USGS,1358000,7/13/07,6230,A:e
USGS,1358000,7/14/07,4980,A:e
USGS,1358000,7/15/07,5290,A:e
USGS,1358000,7/16/07,4970,A:e
USGS,1358000,7/17/07,4780,A:e
USGS,1358000,7/18/07,4980,A:e
USGS,1358000,7/19/07,6350,A:e
USGS,1358000,7/20/07,9910,A:e
USGS,1358000,7/21/07,7290,A:e
USGS,1358000,7/22/07,5940,A:e
USGS,1358000,7/23/07,5940,A:e
USGS,1358000,7/24/07,5490,A:e
USGS,1358000,7/25/07,4440,A:e
USGS,1358000,7/26/07,4580,A:e
USGS,1358000,7/27/07,4860,A:e
USGS,1358000,7/28/07,4760,A:e
USGS,1358000,7/29/07,4600,A:e
USGS,1358000,7/30/07,4230,A:e
USGS,1358000,7/31/07,4060,A:e
USGS,1358000,8/1/07,4040,A:e
USGS,1358000,8/2/07,4290,A:e
USGS,1358000,8/3/07,3870,A:e
USGS,1358000,8/4/07,4470,A:e
USGS,1358000,8/5/07,3910,A:e
USGS,1358000,8/6/07,4700,A:e
USGS,1358000,8/7/07,4380,A:e
USGS,1358000,8/8/07,4170,A:e
USGS,1358000,8/9/07,5350,A:e
USGS,1358000,8/10/07,5250,A:e
USGS,1358000,8/11/07,4840,A:e
USGS,1358000,8/12/07,4370,A:e
USGS,1358000,8/13/07,4640,A:e
USGS,1358000,8/14/07,4420,A:e
USGS,1358000,8/15/07,3830,A:e
USGS,1358000,8/16/07,3890,A:e
USGS,1358000,8/17/07,3090,A:e
USGS,1358000,8/18/07,3650,A:e
USGS,1358000,8/19/07,3570,A:e
USGS,1358000,8/20/07,3840,A:e
USGS,1358000,8/21/07,3820,A:e
USGS,1358000,8/22/07,3220,A:e
USGS,1358000,8/23/07,3250,A:e
USGS,1358000,8/24/07,3540,A:e
USGS,1358000,8/25/07,4070,A:e
USGS,1358000,8/26/07,4310,A:e
USGS,1358000,8/27/07,3920,A:e
USGS,1358000,8/28/07,3640,A:e
USGS,1358000,8/29/07,3680,A:e
USGS,1358000,8/30/07,3290,A:e
USGS,1358000,8/31/07,3290,A:e
USGS,1358000,9/1/07,4170,A:e
USGS,1358000,9/2/07,3160,A:e
USGS,1358000,9/3/07,3240,A:e
USGS,1358000,9/4/07,3480,A:e
USGS,1358000,9/5/07,4280,A:e
USGS,1358000,9/6/07,3660,A:e
USGS,1358000,9/7/07,2880,A:e
USGS,1358000,9/8/07,2970,A:e
USGS,1358000,9/9/07,3410,A:e
USGS,1358000,9/10/07,3690,A:e
USGS,1358000,9/11/07,4280,A:e
USGS,1358000,9/12/07,5920,A:e
USGS,1358000,9/13/07,4550,A:e
USGS,1358000,9/14/07,4530,A:e
USGS,1358000,9/15/07,4420,A:e
USGS,1358000,9/16/07,4170,A:e
USGS,1358000,9/17/07,4020,A:e
USGS,1358000,9/18/07,4310,A:e
USGS,1358000,9/19/07,4210,A:e
USGS,1358000,9/20/07,3840,A:e
USGS,1358000,9/21/07,4170,A:e
USGS,1358000,9/22/07,3670,A:e
USGS,1358000,9/23/07,3710,A:e
USGS,1358000,9/24/07,3340,A:e
USGS,1358000,9/25/07,3200,A:e
USGS,1358000,9/26/07,3550,A:e
USGS,1358000,9/27/07,3860,A:e
USGS,1358000,9/28/07,4030,A:e
USGS,1358000,9/29/07,4220,A:e
USGS,1358000,9/30/07,4020,A:e
USGS,1358000,10/1/07,3880,A:e
USGS,1358000,10/2/07,3400,A:e
USGS,1358000,10/3/07,3210,A:e
USGS,1358000,10/4/07,3650,A:e
USGS,1358000,10/5/07,2880,A:e
USGS,1358000,10/6/07,3050,A:e
USGS,1358000,10/7/07,3260,A:e
USGS,1358000,10/8/07,3420,A:e
USGS,1358000,10/9/07,3900,A:e
USGS,1358000,10/10/07,5440,A:e
USGS,1358000,10/11/07,6170,A:e
USGS,1358000,10/12/07,5930,A:e
USGS,1358000,10/13/07,6270,A:e
USGS,1358000,10/14/07,5400,A:e
USGS,1358000,10/15/07,5150,A:e
USGS,1358000,10/16/07,4590,A:e
USGS,1358000,10/17/07,4370,A:e
USGS,1358000,10/18/07,4230,A:e
USGS,1358000,10/19/07,4160,A:e
USGS,1358000,10/20/07,7530,A:e
USGS,1358000,10/21/07,8900,A:e
USGS,1358000,10/22/07,7350,A:e
USGS,1358000,10/23/07,6460,A:e
USGS,1358000,10/24/07,13000,A:e
USGS,1358000,10/25/07,14500,A:e
USGS,1358000,10/26/07,11300,A:e
USGS,1358000,10/27/07,12300,A:e
USGS,1358000,10/28/07,26600,A:e
USGS,1358000,10/29/07,18400,A:e
USGS,1358000,10/30/07,11400,A:e
USGS,1358000,10/31/07,10000,A:e
USGS,1358000,11/1/07,9260,A:e
USGS,1358000,11/2/07,8370,A:e
USGS,1358000,11/3/07,7860,A:e
USGS,1358000,11/4/07,6150,A:e
USGS,1358000,11/5/07,6810,A:e
USGS,1358000,11/6/07,7420,A:e
USGS,1358000,11/7/07,10200,A:e
USGS,1358000,11/8/07,10500,A:e
USGS,1358000,11/9/07,8780,A:e
USGS,1358000,11/10/07,8080,A:e
USGS,1358000,11/11/07,6990,A:e
USGS,1358000,11/12/07,7580,A:e
USGS,1358000,11/13/07,7950,A:e
USGS,1358000,11/14/07,7880,A:e
USGS,1358000,11/15/07,14600,A:e
USGS,1358000,11/16/07,25100,A:e
USGS,1358000,11/17/07,21700,A:e
USGS,1358000,11/18/07,17100,A:e
USGS,1358000,11/19/07,16400,A:e
USGS,1358000,11/20/07,16900,A:e
USGS,1358000,11/21/07,18700,A:e
USGS,1358000,11/22/07,21000,A:e
USGS,1358000,11/23/07,19500,A:e
USGS,1358000,11/24/07,18400,A:e
USGS,1358000,11/25/07,16600,A:e
USGS,1358000,11/26/07,18200,A:e
USGS,1358000,11/27/07,28700,A
USGS,1358000,11/28/07,33600,A
USGS,1358000,11/29/07,26100,A
USGS,1358000,11/30/07,24000,A
USGS,1358000,12/1/07,19200,A:e
USGS,1358000,12/2/07,17900,A:e
USGS,1358000,12/3/07,17500,A:e
USGS,1358000,12/4/07,17700,A:e
USGS,1358000,12/5/07,20300,A:e
USGS,1358000,12/6/07,16000,A:e
USGS,1358000,12/7/07,14600,A:e
USGS,1358000,12/8/07,13100,A:e
USGS,1358000,12/9/07,13500,A:e
USGS,1358000,12/10/07,12700,A:e
USGS,1358000,12/11/07,11500,A:e
USGS,1358000,12/12/07,11300,A:e
USGS,1358000,12/13/07,17600,A:e
USGS,1358000,12/14/07,16400,A:e
USGS,1358000,12/15/07,13700,A:e
USGS,1358000,12/16/07,10900,A:e
USGS,1358000,12/17/07,10300,A:e
USGS,1358000,12/18/07,11100,A:e
USGS,1358000,12/19/07,11600,A:e
USGS,1358000,12/20/07,11100,A:e
USGS,1358000,12/21/07,10700,A:e
USGS,1358000,12/22/07,10500,A:e
USGS,1358000,12/23/07,11000,A:e
USGS,1358000,12/24/07,24500,A:e
USGS,1358000,12/25/07,33100,A
USGS,1358000,12/26/07,26700,A
USGS,1358000,12/27/07,23700,A
USGS,1358000,12/28/07,21700,A
USGS,1358000,12/29/07,19600,A:e
USGS,1358000,12/30/07,24600,A:e
USGS,1358000,12/31/07,23800,A:e
USGS,1358000,1/1/08,20400,A:e
USGS,1358000,1/2/08,19500,A:e
USGS,1358000,1/3/08,14600,A:e
USGS,1358000,1/4/08,13500,A:e
USGS,1358000,1/5/08,15200,A:e
USGS,1358000,1/6/08,15800,A:e
USGS,1358000,1/7/08,16500,A:e
USGS,1358000,1/8/08,24800,A:e
USGS,1358000,1/9/08,43500,A
USGS,1358000,1/10/08,49700,A
USGS,1358000,1/11/08,44300,A
USGS,1358000,1/12/08,59700,A
USGS,1358000,1/13/08,46700,A
USGS,1358000,1/14/08,36400,A
USGS,1358000,1/15/08,29800,A
USGS,1358000,1/16/08,26000,A
USGS,1358000,1/17/08,22500,A
USGS,1358000,1/18/08,21300,A
USGS,1358000,1/19/08,20900,A:e
USGS,1358000,1/20/08,19500,A:e
USGS,1358000,1/21/08,17100,A:e
USGS,1358000,1/22/08,15800,A:e
USGS,1358000,1/23/08,16200,A:e
USGS,1358000,1/24/08,15700,A:e
USGS,1358000,1/25/08,14700,A:e
USGS,1358000,1/26/08,14200,A:e
USGS,1358000,1/27/08,14000,A:e
USGS,1358000,1/28/08,13400,A:e
USGS,1358000,1/29/08,13400,A:e
USGS,1358000,1/30/08,12900,A:e
USGS,1358000,1/31/08,14100,A:e
USGS,1358000,2/1/08,13700,A:e
USGS,1358000,2/2/08,15800,A:e
USGS,1358000,2/3/08,16900,A:e
USGS,1358000,2/4/08,16000,A:e
USGS,1358000,2/5/08,18900,A:e
USGS,1358000,2/6/08,37700,A:e
USGS,1358000,2/7/08,62300,A:e
USGS,1358000,2/8/08,46900,A:e
USGS,1358000,2/9/08,36100,A:e
USGS,1358000,2/10/08,30800,A:e
USGS,1358000,2/11/08,23800,A:e
USGS,1358000,2/12/08,20100,A:e
USGS,1358000,2/13/08,19800,A:e
USGS,1358000,2/14/08,23300,A:e
USGS,1358000,2/15/08,25200,A:e
USGS,1358000,2/16/08,21500,A:e
USGS,1358000,2/17/08,19400,A:e
USGS,1358000,2/18/08,24900,A:e
USGS,1358000,2/19/08,41800,A:e
USGS,1358000,2/20/08,35300,A:e
USGS,1358000,2/21/08,27500,A
USGS,1358000,2/22/08,24400,A
USGS,1358000,2/23/08,21800,A:e
USGS,1358000,2/24/08,19400,A:e
USGS,1358000,2/25/08,18900,A:e
USGS,1358000,2/26/08,18100,A:e
USGS,1358000,2/27/08,17800,A:e
USGS,1358000,2/28/08,15100,A:e
USGS,1358000,2/29/08,14700,A:e
USGS,1358000,3/1/08,13900,A:e
USGS,1358000,3/2/08,14500,A:e
USGS,1358000,3/3/08,14200,A:e
USGS,1358000,3/4/08,15200,A:e
USGS,1358000,3/5/08,40500,A
USGS,1358000,3/6/08,69800,A
USGS,1358000,3/7/08,46500,A
USGS,1358000,3/8/08,56700,A
USGS,1358000,3/9/08,97000,A
USGS,1358000,3/10/08,67000,A
USGS,1358000,3/11/08,45900,A
USGS,1358000,3/12/08,36700,A
USGS,1358000,3/13/08,31300,A
USGS,1358000,3/14/08,27000,A
USGS,1358000,3/15/08,29200,A
USGS,1358000,3/16/08,33800,A
USGS,1358000,3/17/08,31600,A
USGS,1358000,3/18/08,28000,A
USGS,1358000,3/19/08,26900,A
USGS,1358000,3/20/08,52700,A:e
USGS,1358000,3/21/08,49100,A:e
USGS,1358000,3/22/08,38100,A
USGS,1358000,3/23/08,33400,A
USGS,1358000,3/24/08,28600,A
USGS,1358000,3/25/08,26100,A
USGS,1358000,3/26/08,24700,A
USGS,1358000,3/27/08,26000,A
USGS,1358000,3/28/08,25900,A
USGS,1358000,3/29/08,26700,A
USGS,1358000,3/30/08,24200,A:e
USGS,1358000,3/31/08,24000,A:e
USGS,1358000,4/1/08,33900,A
USGS,1358000,4/2/08,61700,A
USGS,1358000,4/3/08,47100,A
USGS,1358000,4/4/08,39100,A
USGS,1358000,4/5/08,42600,A
USGS,1358000,4/6/08,41500,A
USGS,1358000,4/7/08,38800,A
USGS,1358000,4/8/08,38700,A
USGS,1358000,4/9/08,38500,A
USGS,1358000,4/10/08,45000,A
USGS,1358000,4/11/08,49100,A:e
USGS,1358000,4/12/08,50200,A:e
USGS,1358000,4/13/08,58800,A:e
USGS,1358000,4/14/08,55700,A:e
USGS,1358000,4/15/08,46400,A
USGS,1358000,4/16/08,40000,A
USGS,1358000,4/17/08,39000,A
USGS,1358000,4/18/08,40400,A
USGS,1358000,4/19/08,39900,A
USGS,1358000,4/20/08,42700,A
USGS,1358000,4/21/08,43000,A
USGS,1358000,4/22/08,41600,A
USGS,1358000,4/23/08,35800,A
USGS,1358000,4/24/08,29600,A
USGS,1358000,4/25/08,29600,A
USGS,1358000,4/26/08,30700,A
USGS,1358000,4/27/08,29300,A
USGS,1358000,4/28/08,29900,A
USGS,1358000,4/29/08,37200,A
USGS,1358000,4/30/08,40700,A
USGS,1358000,5/1/08,36500,A
USGS,1358000,5/2/08,31800,A
USGS,1358000,5/3/08,29100,A
USGS,1358000,5/4/08,31100,A
USGS,1358000,5/5/08,25500,A
USGS,1358000,5/6/08,20500,A
USGS,1358000,5/7/08,17200,A
USGS,1358000,5/8/08,16000,A:e
USGS,1358000,5/9/08,16700,A:e
USGS,1358000,5/10/08,16000,A:e
USGS,1358000,5/11/08,15500,A:e
USGS,1358000,5/12/08,14400,A:e
USGS,1358000,5/13/08,13100,A:e
USGS,1358000,5/14/08,11400,A:e
USGS,1358000,5/15/08,11500,A:e
USGS,1358000,5/16/08,10200,A:e
USGS,1358000,5/17/08,8480,A:e
USGS,1358000,5/18/08,8180,A:e
USGS,1358000,5/19/08,9000,A:e
USGS,1358000,5/20/08,6560,A:e
USGS,1358000,5/21/08,7090,A:e
USGS,1358000,5/22/08,7110,A:e
USGS,1358000,5/23/08,7690,A:e
USGS,1358000,5/24/08,6810,A:e
USGS,1358000,5/25/08,6740,A:e
USGS,1358000,5/26/08,5640,A:e
USGS,1358000,5/27/08,5940,A:e
USGS,1358000,5/28/08,5470,A:e
USGS,1358000,5/29/08,5600,A:e
USGS,1358000,5/30/08,5460,A:e
USGS,1358000,5/31/08,5230,A:e
USGS,1358000,6/1/08,5670,A:e
USGS,1358000,6/2/08,5590,A:e
USGS,1358000,6/3/08,5000,A:e
USGS,1358000,6/4/08,5280,A:e
USGS,1358000,6/5/08,5020,A:e
USGS,1358000,6/6/08,13500,A:e
USGS,1358000,6/7/08,19300,A:e
USGS,1358000,6/8/08,10700,A:e
USGS,1358000,6/9/08,8400,A:e
USGS,1358000,6/10/08,6980,A:e
USGS,1358000,6/11/08,7420,A:e
USGS,1358000,6/12/08,6460,A:e
USGS,1358000,6/13/08,5750,A:e
USGS,1358000,6/14/08,5720,A:e
USGS,1358000,6/15/08,6980,A:e
USGS,1358000,6/16/08,6370,A:e
USGS,1358000,6/17/08,5780,A:e
USGS,1358000,6/18/08,6360,A:e
USGS,1358000,6/19/08,5640,A:e
USGS,1358000,6/20/08,5600,A:e
USGS,1358000,6/21/08,5430,A:e
USGS,1358000,6/22/08,6020,A:e
USGS,1358000,6/23/08,7080,A:e
USGS,1358000,6/24/08,7750,A:e
USGS,1358000,6/25/08,7480,A:e
USGS,1358000,6/26/08,6590,A:e
USGS,1358000,6/27/08,6070,A:e
USGS,1358000,6/28/08,5480,A:e
USGS,1358000,6/29/08,7030,A:e
USGS,1358000,6/30/08,8920,A:e
USGS,1358000,7/1/08,8520,A:e
USGS,1358000,7/2/08,5760,A:e
USGS,1358000,7/3/08,6710,A:e
USGS,1358000,7/4/08,5860,A:e
